label,text
1,"Không có gì để chê ở món bún chả này, quá tươi."
0,Dẫn mẹ đi ăn gỏi cuốn mà đồng nghiệp chê khét quá.
0,Dẫn em gái đi ăn pizza mà đồng nghiệp chê mặn quá.
1,"Cách đây hơn 2 năm mình mua 1 con alienware 17 cũng với cấu hình cao nhất. Đến bây giờ mình vẫn hài long với nó vì máy có thể thực hiện nhiều việc cùng 1 lúc cho mình và máy vẫn chạy tốt những dòng game nặng và hiện đại. Alienware là phân khúc laptop cao cấp của hãng Dell và công nghệ của nó luôn đi trước khoảng 2 nam so với những dòng laptop phổ thông. Chỉ có 1 nhược điểm là nó hơi cồng kềnh và nặng, bất tiện trong việc di chuyển."
1,Chất lượng này hoàn toàn mượt mà
0,may mắn là mình mới lên đên 9.2 thôi nhưng mà lâu lâu mấy cũng bị đơ hoài
1,Làm 1 bộ này cho sướng
0,"Lenovo đơ quá, xài cả tuần là thấy quá đơ."
0,mất chất rồi bb ơi
1,"Món kem vị tươi, nước chấm làm rất giòn."
1,"Mình rất hài lòng với Surface, cảm ứng tốt, ok lắm."
1,"Món cơm tấm ở quán này chất lượng cực kỳ, ăn mấy ngày vẫn ghiền."
1,Pin này vô cùng êm
1,"Mình rất thích bún chả ở đây, quán phục vụ tuyệt vời, đồ ăn đậm đà."
1,Pin này khá tuyệt vời
1,"Món gỏi cuốn ở quán này chuẩn vị cực kỳ, ăn suốt mấy tháng vẫn ghiền."
1,"Mua Huawei cho bố dùng, chồng khen đẳng cấp."
1,Tuyệt vời. Mình sẽ mua Bphone :)
1,Với tầm giá này thì Sony là mượt mà nhất rồi.
1,Chất lượng này rất xuất sắc
0,"Chống nước, có cũng như không thôi thưa anh Sony. Tôi mua Z5 Premium chỉ nghe điện thoại dưới trời mưa mà đã bị nước vào, mang đi bảo hành thì Sony khẳng định tôi sử dụng chụp ảnh dưới nước và từ chối bảo hành. Cãi nhau mãi ko đc chán quá nên cầm về làm kỉ niệm !"
1,nói chung thì thích Ss
1,Thiết kế này cực kỳ mát
1,Hàng nhật nó chất thật =]]. Con G2 Isai vẫn sống thọ lắm  _
0,Điện thoại khá kém
0,Chất lượng không đỉnh
0,"Samsung galaxy s6 dùng đúng 1 năm 10 ngày là bị chết màn hình, tưởng mình xui hoá ra khi đem xuống trung tâm bảo hành gặp toàn khách bị lỗi màn hình, có cả s7 nữa. Vĩnh biệt samsung từ đây"
1,Loa này cực kỳ mượt mà
0,"Tôi mua Zenfone 2 một năm, bảo hành tới 3 lần, được điểm bán điện thoại cho mượn máy khác dùng tạm thì vẫn thấy con Zenfone vẫn tệ nhất, đặc biệt là Pin, pin tụt rất nhanh . mà dòng Zenfone phần lớn là như vậy, pin không đúng dung lượng như nhà sản xuất công bố. Mọi người nên cân nhắc khi sử dụng dòng Zenfone"
0,"Ip nó củng lag giật bình thường thôi và bị hạn chế tùy biến của ios,bạn hãy dùng thì sẽ biết."
1,Quán này nem cuốn là đậm đà nhất rồi.
1,"Con Macbook này dùng hoàn hảo, pin mượt."
0,"Mình rất thất vọng với HP, bàn phím chậm, hay bị chán hẳn."
1,Quán này lẩu là sạch sẽ nhất rồi.
1,Với tầm giá này thì Samsung là phù hợp nhất rồi.
0,"Nếu thực sự thích thì nhích, mình k thích màu nịnh như S7 nên kiếm em BlackBerry PRIV sài"
1,Pin này khá đẹp
1,"Mới tậu con AirPods này về, đáng tiền cực kỳ luôn."
1,Quán này bún bò là đậm đà nhất rồi.
0,Điện thoại chả đỉnh
0,Mới mua con Nokia này về mà thấy lởm cực kỳ.
0,Dẫn em trai đi ăn cơm tấm mà mẹ chê mặn quá.
1,"Không có gì để chê ở món hải sản này, quá chất lượng."
1,5s len 9.3.2 tốn pin hơn
1,"Sao anh Tuấn ko đề cập đến 35f2 WR nhỉ? Giá tốt, build cực ngon, chống nước. Và hình thức quá đẹp, nhỏ gọn quá hợp với XE2s"
0,"Mình rất thất vọng với Oppo, chip chán, hay bị rất tệ."
0,"Món mì xào ở quán này khô quá, ăn cả năm là thấy mất vệ sinh."
0,"Mình rất thất vọng với Realme, camera yếu, hay bị quá cùi."
1,"Món bún bò ở quán này béo cực kỳ, ăn suốt mấy tháng vẫn ghiền."
0,"Không thể chấp nhận được iPhone, quá chán."
1,"Dẫn con đi ăn gỏi cuốn, đồng nghiệp khen chất lượng."
1,"Bác sạc tới 2h ah mới đầy ah,mình sạc 30 phút đầy,sạc bằng củ sạc 5v-2A,mình thấy a6 bên tcs rất tốt,hôm bữa đặt hàng mà thấy mấy bác bình luận tiêu cực về tcs thấy cũng lo,nay nhận con a6 thấy rất ok,mình thấy pin con này nếu để xem giờ và thông báo trên đt thì trâu lắm,chiều 16h sạc đầy tới giờ hơn 5 tiếng rồi mới tụt 4%pin,nãy có test đi tắm luôn thấy ko vô nước,còn đi bơi thì chưa thử"
1,Với tầm giá này thì Realme là mỏng nhất rồi.
1,"Mua Dell cho con dùng, người yêu khen ổn định."
0,Dẫn chồng đi ăn lẩu mà bạn bè chê dở quá.
0,"Mình rất thất vọng với Xiaomi, wifi chậm, hay bị mất sóng."
1,"Mình rất hài lòng với HP, bàn phím mỏng, không bị lag."
0,Mua LG về dùng thử mà thấy không ổn quá.
0,"Dell thiết kế quá kém, hệ điều hành thì quá cùi."
1,Không thể cưỡng lại được. Quá...đẹp. 6 đang chờ lên 7.
0,"Món bún chả vị quá dở, không đáng tiền tí nào."
1,"Không có gì để chê ở món gỏi cuốn này, quá quá đã."
1,Quán này mì quảng là rất ngon nhất rồi.
1,"Mình rất thích gỏi cuốn ở đây, quán phục vụ tuyệt vời, đồ ăn đặc sắc."
0,Với tầm giá này mà Asus xấu vậy là không đáng tiền.
1,"Mình rất hài lòng với iPad, loa nhẹ, phê lắm."
0,Máy chả xuất sắc
0,Made in China. tôi tẩy chay.
0,"Món lẩu vị ôi, không đáng tiền tí nào."
0,"Món trà sữa ở quán này chán quá, ăn hơn nửa năm là thấy không nuốt nổi."
1,Loa này quá đỉnh
0,"Còn Pro 2 mà bác. Tức là bác thớt hỏi nếu phải dùng 1 ống thì thích 35f2 vì nhỏ gọn. Ống 23f1.4 vẫn to và nặng hơn, và chụp chân dung thì gần quá. Hi!"
0,Mới ăn thử hải sản ở đây mà thấy quá tệ cực kỳ.
0,"Hàng cty cấp, cấp xong vứt ở nhà, xài con Xornet cho đỡ mỏi tay. Cơ mà vẫn thắc mắc là dong thấp nhất, nhưng éo bằng con misumi giá bằng 1/3."
1,Điện thoại này thật sự tốt
1,"Món sushi ở quán này vừa miệng cực kỳ, ăn một tuần vẫn ghiền."
1,"Món mì quảng ngon hết sẩy, gia vị ngon."
0,"Không thể chấp nhận được món cà phê này, quá nguội ngắt."
0,"Gia vị món trà sữa quá đắng, ăn không vô."
0,Mua Vivo về dùng thử mà thấy nặng quá.
0,Với tầm giá này mà Vivo kém vậy là không đáng tiền.
1,"Món lẩu ở quán này cuốn hút cực kỳ, ăn mấy ngày vẫn ghiền."
0,"4,49tr! Oppo đang bị hoang tưởng khi trang bị cho chiếc điện thoại này một cấu hình không thể tin nổi! Vẫn thấy vui vì chưa 1 lần dùng Oppo!"
0,"Mình rất thất vọng với nướng, đồ ăn chua lè, đồ ăn mất vệ sinh."
0,"Oppo thiết kế yếu, wifi thì chán hẳn."
0,"Con iPad này dùng quá tệ, pin sụt pin nhanh."
0,đắt và pin yếu là 2 nhược điểm chính
0,"Thôi. Tiền nào của đó. Mua cái dt khung kim loại 2tr. Xài dc 6 tháng.. viền kim loại cong vênh, bung ra. Nắp vỏ thì hở. Loa nhỏ lại thêm cái nhiễu điện nữa. Ôi hối hận."
0,Pin cực kỳ xấu
0,Giá bản in thành phẩm quá cao. Thích hợp cho cá nhân hay tổ chức chuyên nghiệp hoặc đại gia thôi. Còn dịch vụ thì cứ ra lab là lựa chọn tốt nhất.
1,"Món bánh mì vị béo, nước chấm làm rất đậm đà."
1,"Con AirPods này dùng ổn định, pin đẹp."
0,"Vivo không ổn quá, xài một tuần là thấy yếu xìu."
0,"Surface thiết kế yếu, hiệu năng thì không xài được."
1,"Con Lenovo này dùng hoàn hảo, pin ổn định."
0,"Thôi phát sợ Sony rồi. Tôi mua M5 năm ngoái hứa hẹn lên thẳng Android 6 mà giờ lại kẹt ở 5.1, chắc không có 6 luôn. Trong khi đó M5 giá đắt gần bằng flagship mấy hãng khác. Pin cũng không được 2 ngày như tuyên bố. Không có phần mềm quản lý file mặc định, File commander phải trả tiền để hết quảng cáo. Kết: chất lượng máy ok nhưng support thì cạch đến già hãng này."
0,Camera ko chỉ lồi nhẹ mà nay đã lòi ra một cách hiên ngang!
0,"Asus. Đúng như tên. Anh sút! Từ card màn hình, main, màn hình đến latop từng dùng cái nào cũng lỗi, hỏng. Ko biết giờ sao"
1,"Dẫn chồng đi ăn mì quảng, bố khen hấp dẫn."
0,Với tầm giá này mà Realme đơ vậy là không đáng tiền.
1,"Mới ăn thử pizza ở đây, vị đặc sắc lắm luôn."
0,Mới ăn thử bún chả ở đây mà thấy thiu cực kỳ.
1,"con này dùng được đó bác ạ, trước em dùng thấy tốt"
1,Con này chụp ngon ngang ngửa v10. Đang xài v10 chỉ đợi bản v kế tiếp thôi. Xem ntn nhiều lựa chọn quá
1,"Sony thiết kế đẹp, pin mượt."
1,"Phải công nhận em Macbook vừa đẹp vừa bền, tôi dùng 1 em từ 2010 mà bây giờ em ấy vẫn đẹp, chưa hỏng bao h."
0,Camera ít tuyệt vời
0,Cấu hình còn yếu hơn smartphone thì làm được gì với nó đây?
1,"Dẫn chồng đi ăn phở, vợ khen béo."
0,Với tầm giá này mà HP kém vậy là không đáng tiền.
1,"Món sushi ở quán này tuyệt vời cực kỳ, ăn một tuần vẫn ghiền."
1,"Mới tậu con Sony này về, sắc nét cực kỳ luôn."
0,Mua Nokia về dùng thử mà thấy lag quá.
0,"Món vịt quay vị thiu, không đáng tiền tí nào."
1,"Mình rất hài lòng với HP, hệ điều hành nhanh, vô đối."
1,QUÁ TUYỆT VỜI!
1,"Không có gì để chê ở món sushi này, quá hấp dẫn."
1,"Không có gì để chê ở Xiaomi, quá cao cấp."
1,Máy này cực kỳ đỉnh
0,"Gia vị món nướng quá mặn, ăn không vô."
1,Với tầm giá này thì Dell là đẳng cấp nhất rồi.
0,"Mình rất thất vọng với Huawei, vân tay lag, hay bị quá chán."
0,"Không thể chấp nhận được món lẩu này, quá nguội ngắt."
0,Với tầm giá này mà Oppo bình thường vậy là không đáng tiền.
1,Đẹp đó.
0,"Món bánh xèo vị chua, không đáng tiền tí nào."
0,"Gia vị món mì quảng quá thiu, ăn không vô."
0,Đọc những dòng của bạn thì mình thấy Ipad cũng lắm lỗi nhưng vì có giá cao nên người ta chắp vá để bán lại.
1,"Món phở ngon hết sẩy, gia vị sạch sẽ."
0,"Món bánh mì vị chán, không đáng tiền tí nào."
1,"Không có gì để chê ở LG, quá mạnh."
0,Camera rất yếu
1,"Dẫn em gái đi ăn pizza, bố khen chuẩn vị."
0,"Mình rất thất vọng với phở, phục vụ tanh, đồ ăn dai quá."
1,"Món cơm tấm ngon hết sẩy, gia vị cuốn hút."
0,Dẫn người yêu đi ăn cơm tấm mà vợ chê khô quá.
0,Quá xấu
1,trải nghiệm Sản phẩm thấy khá bền
1,Pin này vô cùng xuất sắc
0,"Ai mà mua, mua cái này thà mua laptop màn hình ứng có phải hơn k?"
0,"Không thể chấp nhận được Sony, quá chán."
1,Cũng ngon. Ma giá zen năm nay cao quá.
0,Mới mua con Sony này về mà thấy chậm cực kỳ.
0,"Realme thiết kế quá chán, camera thì mất sóng."
0,Dẫn vợ đi ăn vịt quay mà con chê chua lè quá.
0,"Acer thiết kế yếu, hệ điều hành thì vô dụng."
0,Mới ăn thử phở ở đây mà thấy quá tệ cực kỳ.
0,Mới ăn thử nem cuốn ở đây mà thấy quá tệ cực kỳ.
1,Màu xanh dương đẹp quá!:))
1,"Mới ăn thử bún chả ở đây, vị ngon tuyệt lắm luôn."
1,"Quá đẹp so với quy định, nhất định mình sẽ rước em trong năm này :)"
1,"Món bánh mì ngon hết sẩy, gia vị rất ngon."
0,"Gia vị món gỏi cuốn quá tanh, ăn không vô."
1,"Món gỏi cuốn ở quán này vừa miệng cực kỳ, ăn mấy ngày vẫn ghiền."
1,"Surface nhanh quá, xài vài hôm rồi vẫn bình thường."
0,Mới ăn thử phở ở đây mà thấy quá kém cực kỳ.
1,Với tầm giá này thì Oppo là tuyệt vời nhất rồi.
0,"Không thể chấp nhận được LG, quá lởm."
1,"Mới ăn thử mì quảng ở đây, vị ngon tuyệt lắm luôn."
0,Dẫn chồng đi ăn bánh xèo mà vợ chê mặn quá.
1,Mê quá !
1,"Mới tậu con AirPods này về, sắc nét cực kỳ luôn."
1,"Không có gì để chê ở HP, quá phù hợp."
1,"Món cơm tấm ở quán này thơm cực kỳ, ăn suốt mấy tháng vẫn ghiền."
1,"Con Oppo này dùng mỏng, pin ổn định."
0,"Món hải sản vị ngán, không đáng tiền tí nào."
0,"AirPods thiết kế lag, sạc thì sụt pin nhanh."
0,"Nhìn qua thấy dày, chưa đẹp và hình như không có camera"
1,"Mua Oppo cho bố dùng, bạn bè khen ngon lành."
0,"Đã tầm thấp, lại tẻ nhạt thì len sao được vào thị trường vốn đã chật hẹp. Làm cao cấp thì nửa vời, giá thì đỉnh luôn, người mua không lắc đầu mới lạ."
0,"Mình rất thất vọng với HP, cảm ứng giật, hay bị không đáng tiền."
0,"Con Dell này dùng nóng, pin nhanh tã."
1,Trước giờ e vẫn thích chất ảnh của HTC.
1,Máy này hoàn toàn bền
1,"Mới tậu con Lenovo này về, ngon lành cực kỳ luôn."
1,Ảnh bác chụp đẹp thế 775
1,Màn hình này hoàn toàn đỉnh
1,"Sony tuyệt vời quá, xài một tuần rồi vẫn vẫn mượt."
0,"Món bánh xèo ở quán này quá kém quá, ăn cả năm là thấy không đáng tiền."
0,Mới mua con Vivo này về mà thấy quá tệ cực kỳ.
1,"Dell đẹp quá, xài cả tuần rồi vẫn ổn định."
1,"Màu của fuji rất tuyệt vời, có điều ở vn mình ống kính khó lựa chọn quá."
0,Cảm ứng phillip dễ hỏng nếu vô tình dính giọt nước. Còn dòng này ram thấp mà chạy android 5.1 nghe có vẻ không mượt
1,"Vivo ngon lành quá, xài hơn nửa năm rồi vẫn rất bền."
0,Với tầm giá này mà Macbook chậm vậy là không đáng tiền.
0,Mới mua con Realme này về mà thấy bình thường cực kỳ.
1,"Mới tậu con Samsung này về, phù hợp cực kỳ luôn."
0,"Sony thiết kế lỗi, pin thì kém quá."
1,"Mới ăn thử hải sản ở đây, vị cuốn hút lắm luôn."
0,Mới mua con Asus này về mà thấy lag cực kỳ.
1,"Không có gì để chê ở iPhone, quá ổn định."
0,"Không thể chấp nhận được Realme, quá tệ."
1,"Món mì xào ngon hết sẩy, gia vị chuẩn vị."
0,Điện thoại khá lag
1,trải nghiệm Dịch vụ thấy hoàn toàn đỉnh
1,Dong not.la..ok minh dung 3doi not .ma qua ben ..cam on.samsung not..
0,Mới ăn thử cà phê ở đây mà thấy chua cực kỳ.
1,"Mới ăn thử cơm tấm ở đây, vị đặc sắc lắm luôn."
0,Mua Oppo về dùng thử mà thấy lỗi quá.
0,"Con Sony này dùng giật, pin rất tệ."
1,Thiết kế này quá tuyệt vời
0,Điện thoại ít mát
0,"Mình rất thất vọng với bún chả, gia vị quá dở, đồ ăn quá tệ."
1,quá khủng
1,"Món nướng ở quán này cuốn hút cực kỳ, ăn một thời gian vẫn ghiền."
1,"Không có gì để chê ở món gà rán này, quá quá đã."
1,"Dẫn bố đi ăn bánh xèo, em trai khen tuyệt vời."
0,Mới ăn thử bánh xèo ở đây mà thấy khét cực kỳ.
0,"Gia vị món bánh mì quá chua, ăn không vô."
1,"Món bánh mì ở quán này tươi cực kỳ, ăn một tuần vẫn ghiền."
0,"Con iPhone này dùng lởm, pin quá cùi."
0,Cũng có người ăn theo camera kép của LG =))
0,Mới ăn thử bún bò ở đây mà thấy quá tệ cực kỳ.
0,"Mình rất thất vọng với nem cuốn, topping chua, đồ ăn khó nuốt."
1,Sản phẩm này cực kỳ xuất sắc
0,"ôi cái giá ,quá nhiều lựa chọn cho tầm tiền này"
0,Với tầm giá này mà Oppo kém vậy là không đáng tiền.
0,"Realme quá tệ quá, xài một tháng là thấy chán hẳn."
1,"Mình rất hài lòng với LG, hệ điều hành đẳng cấp, dùng rất sướng."
1,Android tính năng mạnh mẽ giống máy vi tính bỏ túi (Pocket PC) gắn thêm sim. Nó hoàn thiện giấc mơ WinCE của Bill Gates từ 1996
0,"Món bún bò ở quán này ngán quá, ăn một tháng là thấy nhạt nhẽo."
1,"Đúng vậy, con V470 Bluetooth cũng trâu không kém cạnh. Bên cạnh đó bấm chuột logitech rồi thì phải xài nó hoặc hãng cao hơn thôi. Genius, Mitsumi, Dell chắc chưa đến tuổi..."
0,Mình hơi ghét Samsung khi cho Việt Nam dùng chíp Exynos. Dùng hàng xách tay thì ko yên tâm
1,"Mình rất thích bánh mì ở đây, quán phục vụ thơm, đồ ăn vừa miệng."
0,"Những máy kiểu này em thích lắp lens fix/prime dưới 35mm, Nó đã thiết kế để gọn nhẹ thì phải lắp cái lens nhỏ thì Chứ lắp lens to khác gì con sò kẹp quả chuối to, kinh bỏ m"
0,"Món bún bò ở quán này ngán quá, ăn cả tuần là thấy dai quá."
0,"Mình rất thất vọng với phở, gia vị tanh, đồ ăn khét lẹt."
1,Lấy nét laser thì nhanh và chuẩn hơn em S7 rồi
1,"Mới ăn thử mì quảng ở đây, vị ngon miệng lắm luôn."
0,Với tầm giá này mà HP lag vậy là không đáng tiền.
0,Điện thoại chưa hoàn hảo
0,"Mình rất thất vọng với vịt quay, phục vụ chua, đồ ăn quá tệ."
1,Thiết kế này quá bền
1,"Món vịt quay ở quán này thơm cực kỳ, ăn cả năm vẫn ghiền."
0,"Lenovo thiết kế đơ, bàn phím thì yếu xìu."
0,Dẫn em trai đi ăn nướng mà vợ chê chua lè quá.
0,"Con Huawei này dùng quá chán, pin chậm vãi."
1,Dịch vụ này quá mát
1,cái này ngon bổ rẻ nè.
0,Thiết kế cực kỳ kém
1,Máy này quá mát
0,"tự dưng ko lên nguồn mà chỉ bảo là lỗi người dùng thì quá vô lí, phải bảo là bạn xài vô nước hay rơi rớt gì chứ"
0,"Món bánh xèo ở quán này đắng quá, ăn một tháng là thấy khô khốc."
0,"Realme thiết kế quá chán, vân tay thì rất tệ."
0,"Món pizza ở quán này khó ăn quá, ăn vài tháng là thấy không ngon."
1,"Mua AirPods cho chồng dùng, bạn bè khen mạnh."
1,"Mình rất hài lòng với Huawei, vân tay đẹp, mạnh."
1,"Xiaomi đáng tiền quá, xài cả tuần rồi vẫn không lỗi lầm."
0,"Không thể chấp nhận được món phở này, quá ngán."
1,samsung là vô địch (không có đối thủ)!
1,"Món cơm tấm vị sạch sẽ, đồ ăn làm rất rất ngon."
0,"Lenovo giật quá, xài cả năm là thấy mất sóng."
1,Mình ko dùng wifi thì được 16h :D độ sáng 50% là chói mắt rồi. Còn dùng với wifi thì tầm 10h bạn ạ. Mình đang dùng win 10 rất tuyệt
1,"Đọc/Ghi phim = SSD thì phí vì phim chủ yếu đọc và ghi sequence, ko random hoặc block 4kB-64kB nhiều trong khi đó là lợi thế của SSD. Mấy dòng HDD lưu trữ chuyên phim tốc độ đọc ghi sequence cũng >~150 MB/s rồi không hiểu bác sợ chậm kiểu gì. Phim 4K bitrate cao cũng tầm 50Mbps-70Mbps thôi. http://hdd.userbenchmark.com/Seagate-Barracuda-720014-1TB/Rating/1849 UserBenchmark: Seagate Barracuda 7200.14 1TB ST1000DM003 hdd.userbenchmark.com"
1,"Nhìn cũng xinh xinh, để phòng ngủ chắc ấn tượng! đã ai dùng thử chưa cho em xin tí kinh nghiệm nào..."
0,màu sắc tái tái
1,"Lenovo hoàn hảo quá, xài cả năm rồi vẫn mượt."
0,Bình thường như cân đường hộp sữa.
1,"mình ko bik con loa bạn đang dùng nên ko đánh giá được. mình vừa nhận được con loa xiaomi thế hệ sau, cảm giác rất thích từ khâu đóng hộp đến âm thanh. Hơn hẳn con đời cũ rất xa. Hình như là ko bạn ơi. Mặc dù khi kết nối với idevice sẽ có biểu tượng pin trên thanh trạng thái của idevice nhưng mình thấy báo ảo quá."
1,"Mua Nokia cho em trai dùng, bạn bè khen phù hợp."
1,"AirPods nhẹ quá, xài một tháng rồi vẫn bình thường."
1,"Mình rất thích bún bò ở đây, quán phục vụ vừa miệng, đồ ăn giòn."
0,Dẫn bạn bè đi ăn bánh mì mà đồng nghiệp chê nhạt quá.
0,"Món nướng ở quán này tanh quá, ăn một tháng là thấy mất vệ sinh."
1,"Dẫn con đi ăn hải sản, em trai khen thơm."
1,"Mới tậu con Apple Watch này về, đáng tiền cực kỳ luôn."
0,ít hôm có headphone jack - lightning converter làm cho iphone7 thêm cồng kềnh.
0,Mới mua con Huawei này về mà thấy quá tệ cực kỳ.
1,Chất lượng này quá mượt mà
1,"Mua Lenovo cho con dùng, em trai khen đẳng cấp."
1,"Món cơm tấm vị béo, nước dùng làm rất chất lượng."
0,Thiết kế không bền
1,Mình mua đc chục hôm k thấy bị sao hết. 3g vina căng đét
0,Dẫn em gái đi ăn gà rán mà đồng nghiệp chê nhạt quá.
1,"Mới ăn thử pizza ở đây, vị ngon tuyệt lắm luôn."
1,"Mình rất thích sushi ở đây, quán phục vụ vừa vị, đồ ăn ngon tuyệt."
1,Máy này hoàn toàn bền
0,"Mình rất thất vọng với Lenovo, thiết kế tệ, hay bị quá chán."
0,"Con Nokia này dùng tệ, pin loạn cảm ứng."
1,Công nhận máy của Fu thiết kế vô đối
0,"Vẫn chán, hay là góp ý cứ tập trung vào phát triển phần mềm đi vậy?"
1,Đã bằng giá rồi các bác còn chê lens gì nữa. Nói chung X-Trans Fuji quá đỉnh!
0,"Always on hao pin lắm, nên thường ít ai xài."
0,"Mình rất thất vọng với cà phê, nước chấm ôi, đồ ăn khét lẹt."
1,"Món nem cuốn vị vừa vị, đồ ăn làm rất đậm đà."
1,ip5 lên được chạy mượt pin ổn đing hơn 9.3.1
1,"iPhone tốt quá, xài mấy ngày rồi vẫn hoạt động tốt."
1,Quán này kem là đậm đà nhất rồi.
0,Chỉ có 2 từ: Quá xấu.
0,"Mình rất thất vọng với Vivo, wifi đơ, hay bị nóng máy."
1,Ngon. Phai lam 1 em moi duoc
0,Mua Surface về dùng thử mà thấy nặng quá.
0,"Mình rất thất vọng với iPhone, sạc không ổn, hay bị nóng máy."
0,Dự là sẽ lại ế tương tự như Iphone SE
1,"Không có gì để chê ở món lẩu này, quá sạch sẽ."
1,"Con Sony này dùng phù hợp, pin bình thường."
1,mình tính mua 1 cái để báo thức nhưng chắc lựa cái 7 pro cho nó sang chảnh
1,"Surface sắc nét quá, xài một tháng rồi vẫn rất tốt."
1,"Lenovo sang trọng quá, xài suốt mấy tháng rồi vẫn rất tốt."
0,"Cũng k rộng hơn bao nhiêu, giá thì còn cao quá"
0,Dịch vụ chưa đẹp
1,"Con Surface này dùng sang trọng, pin mượt."
0,"Samsung thiết kế quá kém, wifi thì quá chán."
1,"Không có gì để chê ở món nướng này, quá ngon."
0,"Mình rất thất vọng với Dell, hiệu năng lỗi, hay bị không xài được."
0,"Gia vị món nem cuốn quá tanh, ăn không vô."
0,"Không thể chấp nhận được món bún bò này, quá khô."
0,"Món bánh xèo ở quán này chua lè quá, ăn vài tháng là thấy khô khốc."
0,Mới ăn thử pizza ở đây mà thấy nhạt cực kỳ.
0,Dẫn con đi ăn sushi mà bạn bè chê quá kém quá.
1,Giá ko thể hợp lý hơn
1,đẹp hơn sám sùng nhiều nhiều
1,"HP nhanh quá, xài một tháng rồi vẫn không lỗi lầm."
0,"Gia vị món cà phê quá tanh, ăn không vô."
0,"Mình rất thất vọng với cà phê, topping ôi, đồ ăn khô khốc."
0,"Món nem cuốn ở quán này thiu quá, ăn hơn nửa năm là thấy ôi thiu."
0,"Mình rất thất vọng với lẩu, phục vụ mặn, đồ ăn đắt đỏ."
0,Dẫn con đi ăn mì quảng mà con chê quá tệ quá.
0,"Món trà sữa ở quán này chua quá, ăn một tuần là thấy ôi thiu."
0,"èo, ở mỹ mà vẫn thường xuyên phai dành 6h bay đi bay lại để họp à. về Việt Nam sống đi bạn. với trình độ của bạn chắc chắn chả cần ra khỏi nhà, như ông sếp cũ của mình có thấy đến cty bao giờ. quên, chưa đựoc dùng bao giờ nên muốn hỏi bạn chút. nó có camera không, mình muốn đeo nó ở chân để soi nên trên quá. có chức năng ra lệnh bằng giọng nói không, có thì nó có hơn điện thoại không, mình không thích đứng giữa đường nói lảm nhảm. mà cái màn hình bé vậy chắc mình bấm không nổi. nó có thể kết nối đến máy chiếu và máy in qua mạng không dây không, theo như bạn nói phải cắm đt vô máy chiều rồi dùng cái đồng hồ như kiểu điều khiển từ xa. nếu vậy mình kết nối đt với máy chiếu qua mạng wf rồi cầm đt dùng luôn tiện hơn. nó có tính năng gì nhận biét mình đang nhìn vô nó không, hay là lúc nào nó cũng sáng or là muốn nhìn phải ấn hay lắc. đêm đeo mà nó sáng có vẻ dị nhỉ, giống mấy cái đồng hồ phát quang quá. đựoc cái là không sợ bị nguời khác đung vô. lúc nhận tin nhắn hay e mail mình có thể soạn tin trả lời không, hay lại phải rút đt ra trả lời. à nó có sạc không dây không, và dùng nó có nóng không. nếu nóng mình sẽ mua nó dùng vào mùa đông. có lẽ có lợi cho sức khỏe. còn nữa khi nên máy bay có cần tắt đồng hồ không bạn. nhu cầu mình có thế thôi. mình không biết mấy cái chức năng thanh toán đó thế nào vì không có để dùng. bên mmỹ sống tiện thật. nhưng mình không cần vì lúc nào cũng phải mang theo ví để đựng giấy tờ, chỗ mình không mang thẻ với hộ chiếu mà bị cảnh sát hỏi là có vấn đề. hơn nữa đt cũng có chức năng đó."
1,"hàng xiaomi công nhận ngon bổ rẻ thật, đang dùng 1 em mipad 2, 1 mi5, 1 mi pulse s, ngoài mấy app khựa ra thì ko có gì để phàn nàn"
1,Với tầm giá này thì HP là cao cấp nhất rồi.
1,Dang dùng rmn3 thấy ngon rồi giờ ra con này thấy thèm quá
0,Đi sau Lumia rồi
0,"Gia vị món sushi quá không tươi, ăn không vô."
0,bị cháy sáng quá với lại cái ảnh ở thanh liên giống như bị phủ sương
1,"Món kem ngon hết sẩy, gia vị chất lượng."
0,Vâng siu phẩm lặn mất tăm sau 1 năm không bán được hàng giờ nói ra chắc chả mấy người biết bphone là gì
0,"Mình rất thất vọng với LG, bàn phím yếu, hay bị mất sóng."
1,"LG thiết kế sang trọng, camera ổn định."
1,"Món gà rán ở quán này đậm đà cực kỳ, ăn cả tuần vẫn ghiền."
1,"Không có gì để chê ở món kem này, quá rất ngon."
1,"Mình rất hài lòng với Sony, loa phù hợp, ok lắm."
1,"Món cơm tấm ở quán này ngon tuyệt cực kỳ, ăn vài tháng vẫn ghiền."
0,"Không thể chấp nhận được Huawei, quá loạn."
0,"Món cà phê ở quán này mặn quá, ăn một tháng là thấy mất vệ sinh."
0,Mới ăn thử trà sữa ở đây mà thấy nguội ngắt cực kỳ.
0,GIÁ THƯƠNG HIỆU LÀ CHÍNH
1,"Món trà sữa ngon hết sẩy, gia vị béo."
1,"Mua Apple Watch cho người yêu dùng, mẹ khen cao cấp."
0,"Dell thiết kế quá tệ, thiết kế thì quá cùi."
0,"iPhone quá tệ quá, xài một tháng là thấy không xài được."
0,"Đang yêu thích và dùng Blackberry, tự dưng giờ nghe Blackberry Trung Quốc là thấy dị ứng. Không biết thích nổi không. Cứ nghe gì của Trung Quốc là thấy ghét rồi đó. Buồn Blackberry."
1,"Mua LG cho con dùng, em gái khen sang trọng."
1,"Không có gì để chê ở Macbook, quá đẳng cấp."
